fac_id,facility_name,county,description,address1,fac_zip,main_site_name,latitude,longitude,fac_phone,web_site
3443,Bay Plaza Primary Care Center,Bronx,Hospital Extension Clinic,2100 Bartow Avenue,10475,Montefiore Medical Center - Henry & Lucy Moses Div,40.869362,-73.82605,7183205300,
6672,Medalliance Medical Health Services,Bronx,Diagnostic and Treatment Center,625 East Fordham Road,10458,,40.858307,-73.884094,7189331900,
9788,Montefiore Medical Center - Wellness Center at Melrose,Bronx,Hospital Extension Clinic,260 East 161st Street,10451,Montefiore Medical Center - Henry & Lucy Moses Div,40.825482,-73.91899,,
6907,Castle Hill Medical Center of New York Inc.,Bronx,Diagnostic and Treatment Center,920 Castle Hill Avenue,10473,,40.826061,-73.849594,7188240500,
10444,Park Tree Community Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,866 East Tremont Avenue,10460,Urban Health Plan,40.842959,-73.88632,7185892440,
9934,Callen-Lorde Bronx,Bronx,Diagnostic and Treatment Center Extension Clinic,3144 3rd Avenue,10451,Michael Callen-Audre Lorde Community Health Center,40.822279,-73.910583,,
6218,South Bronx Campus,Bronx,School Based Hospital Extension Clinic,701 St. Ann's Ave,10455,Montefiore Medical Center - Henry & Lucy Moses Div,40.818226,-73.911102,7189206063,
15508,"Samaritan Daytop Health, Inc.",Bronx,Diagnostic and Treatment Center,362 East 148th Street,10455,,40.81572,-73.91959,8458251199,
10264,PS 199,Bronx,School Based Hospital Extension Clinic,1449 Shakespeare Ave,10452,Montefiore Medical Center - Henry & Lucy Moses Div,40.843334,-73.920354,7186964071,
9877,"Union Community Health Center, Site 6",Bronx,Diagnostic and Treatment Center Extension Clinic,2016 Bronxdale Avenue,10457,Union Community Health Center,40.85027,-73.865236,,
15784,Care Found Here Blondell Avenue Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,1374 Blondell Avenue,10461,Care For the Homeless,40.84253,-73.84249,2123664459,
7682,Montefiore Med Grp Aging In America,Bronx,Hospital Extension Clinic,1500 Pelham Parkway,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.857277,-73.845474,,
1307,Morris Heights Health Center,Bronx,Diagnostic and Treatment Center,85 West Burnside Avenue,10453,,40.85471,-73.910629,7184831270,
1176,SBH Health System,Bronx,Hospital,4422 Third Avenue,10457,,40.853909,-73.891014,7189606100,
7720,BronxCare Third Avenue Medical and Dental Practice,Bronx,Diagnostic and Treatment Center Extension Clinic,2739-2745 3rd Avenue,10451,"BronxCare Dr. Martin Luther King, Jr. Health Center",40.814353,-73.921035,7188381057,
9571,New Settlement School,Bronx,School Based Hospital Extension Clinic,1501 Jerome Avenue,10452,Montefiore Medical Center - Henry & Lucy Moses Div,40.842426,-73.916191,7186964067,
6681,Kings Harbor Dialysis Center,Bronx,Diagnostic and Treatment Center,2020 East Gun Hill Road,10469,,40.860195,-73.829597,7183201335,
10248,X 147,Bronx,School Based Hospital Extension Clinic,1600 Webster Avenue,10457,Montefiore Medical Center - Henry & Lucy Moses Div,40.840446,-73.904289,7186964071,
7801,Premier Healthcare Tremont Avenue,Bronx,Diagnostic and Treatment Center Extension Clinic,3060 East Tremont Avenue,10461,Premier Healthcare D & T Center,40.839355,-73.836594,7182391790,
4133,Morris Heights Counseling Center,Bronx,Diagnostic and Treatment Center Extension Clinic,70 West Burnside Avenue,10453,Morris Heights Health Center,40.854454,-73.910202,7187164400,
15308,Care for the Homeless,Bronx,Diagnostic and Treatment Center Extension Clinic,3600 Jerome Avenue,10467,Care For the Homeless,40.88546,-73.87896,2123664459,
14005,Project Renewal Inc. Mobile Medical Van (MedVan II),Bronx,Mobile Diagnostic and Treatment Center Extension Clinic,514 East 178th Street,10457,Project Renewal,40.8478,-73.895985,,
7825,BronxCare Ogden Family Medical and Dental Center,Bronx,Diagnostic and Treatment Center Extension Clinic,1067 Ogden Avenue,10456,"BronxCare Dr. Martin Luther King, Jr. Health Center",40.834835,-73.928391,7184663255,
5704,P S 28 Mt Hope Elementary School,Bronx,School Based Hospital Extension Clinic,1861 Anthony Avenue,10457,Montefiore Medical Center - Henry & Lucy Moses Div,40.848133,-73.903557,7185978500,
6190,Sun River Health Care,Bronx,Diagnostic and Treatment Center Extension Clinic,4377 Bronx Blvd,10466,Sun River Health,40.899326,-73.858231,9732612135,
7048,Williamsbridge Family Practice Center,Bronx,Hospital Extension Clinic,3011 Boston Road,10469,Montefiore Medical Center - Henry & Lucy Moses Div,40.869689,-73.857381,,
15377,Tremont Community Health Center of Excellence,Bronx,Diagnostic and Treatment Center,1920 Webster Avenue,10457,,40.84786,-73.90063,6465270429,
8602,Maimonides Women's Services 9th Avenue,Bronx,Hospital Extension Clinic,4422 9th Avenue,11219,Maimonides Medical Center,40.642967,-73.998276,7182838930,
4450,Alcoholism Outpatient Clinic,Bronx,Hospital Extension Clinic,349 East 140th Street,10454,Lincoln Medical & Mental Health Center,40.811272,-73.923813,7185795700,
4768,St Barnabas Hospital-Hemodialysis,Bronx,Hospital Extension Clinic,4441-4451 3rd Avenue,10457,SBH Health System,40.85231,-73.892677,7189603860,
4296,Fordham-Tremont Comm Mntl Health Center,Bronx,Hospital Extension Clinic,2021 Grand Concourse,10453,SBH Health System,40.851776,-73.904449,7189600318,
1168,Montefiore Medical Center-Wakefield Hospital,Bronx,Hospital,600 East 233rd Street,10466,Montefiore Medical Center - Henry & Lucy Moses Div,40.894569,-73.86142,7189209000,
10071,MS145,Bronx,School Based Hospital Extension Clinic,1000 Teller Avenue,10456,Montefiore Medical Center - Henry & Lucy Moses Div,40.82591,-73.915581,7186964070,
7007,Riverdale Dialysis Center,Bronx,Diagnostic and Treatment Center Extension Clinic,170 West 233rd Street,10463,Bronx Dialysis Center,40.88047,-73.90332,7188844300,
6701,Jerome Family Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,1778 Jerome Avenue,10453,New York Neuro & Rehab Center,40.848324,-73.911819,7185833300,
7687,"La Casa De Salud, Inc. Casa Maria",Bronx,Diagnostic and Treatment Center Extension Clinic,324 East 149th Street,10455,"La Casa De Salud, Inc.",40.816727,-73.920654,7185858004,
5636,BronxCare MBD Family Practice,Bronx,Diagnostic and Treatment Center Extension Clinic,1690 Bryant Avenue,10460,"BronxCare Dr. Martin Luther King, Jr. Health Center",40.835808,-73.885422,7188018779,
3058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Bronx,Hospital,1825 Eastchester Road,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.849575,-73.845055,7189042001,
9690,BronxCare Health & Wellness Center,Bronx,Hospital Extension Clinic,199 Mount Eden Parkway,10457,BronxCare Hospital Center,40.843124,-73.909622,,
1165,Jacobi Medical Center,Bronx,Hospital,1400 Pelham Parkway,10461,,40.857388,-73.846741,7189185000,
7590,South Bronx Health Center,Bronx,Hospital Extension Clinic,871 Prospect Avenue,10459,Montefiore Medical Center - Henry & Lucy Moses Div,40.820606,-73.901321,,
10121,X 113,Bronx,School Based Hospital Extension Clinic,3710 Barnes Ave,10467,Montefiore Medical Center - Henry & Lucy Moses Div,40.880854,-73.860834,7186964071,
6465,Union Community Health Center Ext Clinic,Bronx,Diagnostic and Treatment Center Extension Clinic,4487 Third Avenue,10457,Union Community Health Center,40.853554,-73.89151,7189606115,
1201,Morrisania Diagnostic & Treatment Center,Bronx,Diagnostic and Treatment Center,1225-1257 Gerard Ave,10452,,40.837208,-73.919319,7189602781,
6129,Union Community Health Center,Bronx,Diagnostic and Treatment Center,260 East 188th Street,10458,,40.860882,-73.896179,7182202020,
6661,Bronx Dialysis Center,Bronx,Diagnostic and Treatment Center,1615-1617 Eastchester Road,10461,,40.844891,-73.845772,7188927700,
9851,"Rose F. Kennedy Center, Children's Evaluation and Rehabilitation Center at Montefiore",Bronx,Hospital Extension Clinic,1225 Morris Park Ave,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.851233,-73.847719,,
6233,Walton Family Practice,Bronx,Diagnostic and Treatment Center Extension Clinic,1894 Walton Ave,10453,Family Health Center of Harlem,40.849613,-73.909203,7185833060,
3633,Fordham-Tremont Comm Mental Health Center,Bronx,Hospital Extension Clinic,2250 Ryer Avenue,10458,SBH Health System,40.856369,-73.899307,7189600600,
10340,X098,Bronx,School Based Hospital Extension Clinic,1619 Boston Road,10460,Montefiore Medical Center - Henry & Lucy Moses Div,40.836061,-73.890597,7186964071,
10361,University Heights Dialysis,Bronx,Diagnostic and Treatment Center Extension Clinic,2190 Jerome Avenue,10453,Bronx Dialysis Center,40.856677,-73.904521,7185845746,
9783,Avicenna ASC,Bronx,Diagnostic and Treatment Center,2522 Hughes Avenue,10458,,40.858544,-73.884028,,
1210,South Bronx Dialysis Center,Bronx,Diagnostic and Treatment Center Extension Clinic,1940 Webster Avenue,10457,Bronx Dialysis Center,40.848717,-73.900246,7187163999,
9927,Williamsbridge Home Dialysis Center,Bronx,Diagnostic and Treatment Center Extension Clinic,"3525 White Plains Road, Suite A",10467,Bronx Dialysis Center,40.878051,-73.866557,,
15191,"The Rogosin Institute at Methodist Home for Nursing and Rehabilitation, LLC",Bronx,Diagnostic and Treatment Center,4499 Manhattan College Parkway,10471,,40.89054,-73.9029,6463170367,
10330,X151,Bronx,School Based Hospital Extension Clinic,250 East 156th Street,10451,Montefiore Medical Center - Henry & Lucy Moses Div,40.822632,-73.921303,7186964071,
10155,X 174,Bronx,School Based Hospital Extension Clinic,456 White Plains Rd,10473,Montefiore Medical Center - Henry & Lucy Moses Div,40.814825,-73.856491,7186964071,
6868,Montefiore-Einstein Cancer Center,Bronx,Hospital Extension Clinic,1695 Eastchester Road,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.846722,-73.844734,7184058505,
5956,Montefiore Rehab Medical Associates,Bronx,Hospital Extension Clinic,1500 Blondell Avenue,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.845501,-73.844894,,
15765,Century Medical & Dental Center,Bronx,Diagnostic and Treatment Center Extension Clinic,425 Westchester Avenue,10455,"Century Medical & Dental Center, Inc.",40.81658,-73.91587,,
6920,"New York GI Center, LLC",Bronx,Diagnostic and Treatment Center,1200 Waters Place,10461,,40.846287,-73.842094,7188630575,
6584,Doctor's United Inc.-Bronx,Bronx,Diagnostic and Treatment Center Extension Clinic,907 E. Tremont Avenue,10451,Doctors United Inc,40.842155,-73.884384,7185899588,
1185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Hospital,2475 St. Raymond Avenue,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.840431,-73.848244,7184307359,
9996,Downtown Bronx ASC,Bronx,Diagnostic and Treatment Center,951 Brook Avenue,10451,,40.825321,-73.911774,,
15674,Bronx Treatment Center - Mobile Health Unit #1,Bronx,Diagnostic and Treatment Center Extension Clinic,1250 Shakespeare Avenue,10452,Bronx Treatment Center,40.83845,-73.92295,,
4144,Continuing Treatment Program II,Bronx,Hospital Extension Clinic,1170 Webster Avenue at 167th Street,10456,BronxCare Hospital Center,40.830783,-73.910518,7189018800,
13952,Ana's Place Clinic,Bronx,Diagnostic and Treatment Center Extension Clinic,4380 Bronx Boulevard,10466,Project Renewal,40.899218,-73.857872,2126200340,
10235,Laconia Dialysis,Bronx,Diagnostic and Treatment Center Extension Clinic,3440 Boston Road,10469,Bronx Dialysis Center,40.875984,-73.848602,,
7781,Ambulatory Care Clinic at Union Hosp,Bronx,Hospital Extension Clinic,260 East 188th Street,10458,SBH Health System,40.860882,-73.896179,,
10033,Help Morris Clinic,Bronx,Diagnostic and Treatment Center Extension Clinic,285 East 171st Street,10452,Floating Hospital (Incorporated),40.838911,-73.910226,,
13975,Morris Heights Health Center Mobile Van,Bronx,Mobile Diagnostic and Treatment Center Extension Clinic,2186 Walton Avenue,10453,Morris Heights Health Center,40.856334,-73.903733,,
7736,FMS-Eastchester,Bronx,Diagnostic and Treatment Center Extension Clinic,1776 Eastchester Road,10461,FMS-Southern Manhattan Dialysis Center,40.849448,-73.842687,7187920470,
9195,The Bronx Center for Renal Dialysis,Bronx,Diagnostic and Treatment Center,1010 Underhill Avenue,10472,,40.826546,-73.861229,7188638300,
6625,Citadel Renal Center LLC,Bronx,Diagnostic and Treatment Center,100 West Kingsbridge Road,10468,,40.868374,-73.901619,3479822420,
1195,"BronxCare Dr. Martin Luther King, Jr. Health Center",Bronx,Diagnostic and Treatment Center,1265 Franklin Avenue,10456,,40.831161,-73.902634,7185037700,
9299,ArchCare Senior Life at San Vicente de Paul Catholic Healthcare Center,Bronx,Diagnostic and Treatment Center Extension Clinic,900 Intervale Avenue,10459,Catholic Managed Long Term Care,40.81908,-73.896103,9176459288,
9804,Empire State Ambulatory Surgery Center,Bronx,Diagnostic and Treatment Center,3170 Webster Avenue,10467,,40.872658,-73.874819,,
4326,Segundo Ruiz Belvis D & T Center,Bronx,Diagnostic and Treatment Center,545 East 142nd Street,10454,,40.810146,-73.916794,7185791702,
4404,Montefiore Wakefield Behavioral Health and Substance Use Disorders Clinic,Bronx,Hospital Extension Clinic,4401 Bronx Blvd,10470,Montefiore Medical Center - Henry & Lucy Moses Div,40.900204,-73.85759,7189209000,
5705,P S 95,Bronx,School Based Hospital Extension Clinic,3961 Hillman Avenue,10463,Montefiore Medical Center - Henry & Lucy Moses Div,40.883423,-73.890907,7185978500,
10075,Mid-Bronx Endoscopy Center,Bronx,Diagnostic and Treatment Center,51 West Burnside Avenue,10453,,40.854075,-73.909496,,
7589,General Clinical Research Center,Bronx,Hospital Extension Clinic,1300 Morris Park Avenue,10461,Montefiore Medical Center - Henry & Lucy Moses Div,40.851105,-73.844528,,
9253,Morris Heights Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,57-69 West Burnside Avenue,10453,Morris Heights Health Center,40.85416,-73.90963,7184231207,
9673,Ryan Mobile Medical Van,Bronx,Mobile Diagnostic and Treatment Center Extension Clinic,1480 Sheridan Expressway,10459,William F. Ryan Community Health Center,40.829708,-73.88446,,
10268,Union Community Health Center Mobile Medical Van,Bronx,Mobile Diagnostic and Treatment Center Extension Clinic,260 East 188th Street,10458,Union Community Health Center,40.860435,-73.896103,7186183388,
6654,Grand Concourse Dialysis Facility,Bronx,Diagnostic and Treatment Center,1490 Macombs Road,10452,,40.84238,-73.91777,7185831800,
3378,Mental Health Clinic,Bronx,Hospital Extension Clinic,1316 Fulton Avenue,10456,BronxCare Hospital Center,40.832577,-73.903114,7189018800,
6599,Third Avenue Family Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,2604 Third Avenue,10451,Damian Family Care Center,40.811897,-73.925056,7182920100,
9718,BronxCare Center for Physical Rehabilitation,Bronx,Hospital Extension Clinic,1775 Grand Concourse,10453,BronxCare Hospital Center,40.846509,-73.909665,7189018800,
10385,Tres Puentes Community Health Center,Bronx,Diagnostic and Treatment Center Extension Clinic,271 East 138th Street,10454,Urban Health Plan,40.810875,-73.926056,3472183464,https://www.urbanhealthplan.org/
9644,Morris Heights at Melrose Ave,Bronx,Diagnostic and Treatment Center Extension Clinic,779 Melrose Ave,10451,Morris Heights Health Center,40.821934,-73.915123,,
9885,Christopher Columbus High School Campus,Bronx,School Based Hospital Extension Clinic,925 Astor Avenue,10469,Montefiore Medical Center - Henry & Lucy Moses Div,40.860435,-73.860725,7186964070,
10320,Bay Park Dialysis Center,Bronx,Diagnostic and Treatment Center Extension Clinic,801 Co Op City Boulevard,10475,"Woodmere Dialysis, LLC",40.879676,-73.829187,7182396500,
4800,University Ave Family Practice Center,Bronx,Hospital Extension Clinic,105 West 188th Street,10468,Montefiore Medical Center - Henry & Lucy Moses Div,40.864326,-73.904282,7185630757,
